350
23 125
4 5 130131
26 27 167528
24 19 165791
23 5 152964
15 11 172352
20 15 187801
19 16 90018
25 8 66850
17 21 135253
18 3 124725
7 2 125089
12 2 101971
22 5 86791
2 3 110242
2 8 110069
16 15 224886
14 8 74665
24 2 76906
26 21 172839
5 6 125050
14 6 90567
20 21 7950
26 9 189205
3 22 81073
25 14 123170
13 24 159705
7 12 62948
18 7 70048
1 20 115601
5 12 91949
17 12 56327
4 23 109513
22 26 146536
16 27 181424
24 8 120565
27 22 77943
18 23 61837
25 16 159093
21 11 126551
5 24 134528
2 17 131710
22 8 80900
4 7 139260
18 11 86779
20 19 158138
4 9 153033
17 10 171516
6 16 191696
23 7 131885
23 9 175866
24 11 67082
20 22 143263
7 13 156895
38 548
31 34 191065
13 26 162964
35 1 147328
1 2 174722
9 36 211306
2 3 114834
20 18 230663
32 5 136353
5 8 127498
21 22 66272
4 18 210935
32 22 175234
21 26 130867
21 25 109622
35 31 198656
26 19 137999
10 26 89587
34 21 89840
22 18 207563
32 20 76440
6 27 107848
33 21 155050
10 34 102815
23 31 147121
8 26 115608
14 15 180739
35 23 121121
9 26 198000
31 16 154021
34 9 222914
2 32 121528
17 22 208507
36 3 112036
1 20 175809
26 4 133108
29 7 182013
34 25 84096
34 32 19122
25 6 147598
18 30 199074
1 8 158012
37 10 185760
27 22 78466
7 24 117203
22 15 133686
9 7 218016
6 22 148469
6 26 168843
31 26 170197
36 7 112526
13 9 165291
32 3 31550
38 6 275939
11 7 164368
2 14 179528
37 7 112359
9 29 286610
5 9 209890
24 34 104285
7 2 115324
30 36 59301
15 38 132867
16 8 99432
28 21 129805
30 33 105517
9 27 205604
27 29 187130
11 4 151721
25 7 72158
33 17 269515
3 10 115243
24 23 91216
1 11 179345
8 25 94363
21 36 34156
27 23 83222
5 15 75343
24 28 125605
16 11 125691
21 14 197543
22 38 266553
26 29 88610
38 12 293624
28 10 127075
17 27 134816
30 27 37339
17 8 148011
16 14 157631
9 15 150384
16 35 140396
20 2 151102
9 6 286779
10 23 92686
37 28 203720
34 3 12428
3 19 158920
6 15 146808
35 19 213573
13 29 224469
9 19 224930
13 14 165326
29 37 266287
22 34 156112
11 8 127578
18 14 232265
26 2 93913
14 10 102455
16 23 19275
16 21 114691
34 19 146492
25 2 72668
3 29 181523
1 27 149962
12 30 138156
18 21 186101
14 35 174784
38 5 192373
18 15 179607
23 37 169331
31 7 203983
25 9 176755
8 3 103269
23 38 145032
33 29 163792
16 10 73411
6 28 167781
37 30 139748
35 3 79509
11 29 230477
35 37 128278
18 13 199311
16 28 53664
22 1 140358
21 7 102758
28 32 123401
19 31 44573
28 29 158450
23 17 201383
8 29 187605
28 33 144633
24 11 197632
9 12 276107
19 30 106185
5 35 168462
3 5 104803
6 17 242664
20 10 176872
11 31 108088
1 14 53503
35 26 156572
10 24 1470
1 6 63359
7 23 57952
38 28 179421
19 28 136937
34 7 12918
7 6 76420
23 9 162549
32 25 103218
3 28 91851
19 10 172859
38 37 216799
15 19 74546
32 8 109963
4 17 246133
15 1 153283
21 23 95416
33 18 223522
14 36 200766
33 23 110244
19 17 106005
12 32 146513
36 10 98311
24 26 88117
31 10 193238
20 3 107990
25 16 5069
11 9 268965
33 32 84332
27 15 55220
7 32 32040
15 37 197333
31 4 224576
11 10 199102
11 26 141867
11 5 153757
24 29 81997
13 30 97930
29 25 109855
7 30 53225
15 30 92559
28 35 155510
10 32 121937
13 12 185014
29 16 104786
8 7 103759
21 6 120042
16 19 121823
27 38 188087
5 25 33135
6 2 116348
22 37 240305
34 35 67081
22 36 100428
37 2 185664
6 36 103420
25 18 208290
27 18 173907
15 31 119119
14 25 162700
3 31 203493
31 14 255697
28 36 123313
9 38 17517
23 6 133392
38 25 159238
21 13 147463
5 36 136265
38 32 221309
26 34 105341
20 26 128091
29 6 257453
17 9 317844
5 13 174854
8 30 50534
2 13 160029
15 26 63453
36 32 118730
20 7 108480
8 21 25389
37 14 207144
30 11 154792
13 10 143942
1 29 236485
30 16 129472
38 4 240204
27 26 118673
5 18 193026
20 19 195188
16 38 164307
14 32 126825
3 21 102268
27 12 158580
2 28 92851
31 8 110354
11 27 117453
15 12 164280
4 27 122338
23 29 124061
24 22 183599
11 22 38987
10 4 154263
28 11 140805
16 32 108287
5 21 142757
35 38 266153
16 22 164678
27 20 173208
3 12 139819
24 2 129893
10 8 107078
16 2 77737
28 26 69840
32 21 108962
33 20 160772
28 27 117611
20 8 172797
14 11 232848
33 36 164818
24 36 99781
28 4 132046
22 23 145403
19 7 159410
37 9 199282
22 26 180854
1 28 159670
32 26 124463
21 27 12194
11 32 195428
14 19 223614
4 30 84999
31 25 148952
34 18 183168
1 19 218808
20 13 114941
36 19 74548
34 4 52623
1 25 139487
17 28 235772
7 16 77227
12 2 133820
31 28 181510
35 21 156921
30 9 242943
21 20 185402
33 8 156051
26 1 160732
9 31 269503
26 12 158479
5 4 144998
37 17 118562
25 4 111863
37 6 163306
34 11 176306
38 11 251448
30 28 144586
16 37 188606
4 29 221718
20 4 148185
3 25 71668
33 19 181121
8 9 202539
28 13 161902
13 23 127513
11 15 134418
16 17 215453
10 18 132750
24 30 67794
13 25 141719
9 3 217526
4 35 119704
5 28 81730
31 24 191768
19 37 141578
20 31 170175
2 5 105803
19 27 68846
9 2 180844
27 33 142856
3 16 76737
3 26 92913
7 14 94785
8 28 114546
33 11 216660
11 19 152661
14 27 185349
19 18 105061
17 13 160380
31 27 113419
21 30 49533
34 16 89165
7 33 52292
12 16 142303
7 22 153419
18 24 131280
19 24 173979
2 10 128773
9 28 196938
13 7 70541
9 18 329991
4 21 134532
18 2 149147
17 15 180551
9 1 278668
9 21 217798
4 9 251044
23 2 58462
15 34 97892
34 14 107703
11 6 187456
28 18 241998
17 1 263626
37 5 216672
33 31 225694
12 25 147372
12 11 259073
22 3 152929
11 36 118811
27 13 135269
16 5 28066
23 8 80157
38 8 185022
18 6 246670
32 24 123407
13 38 182808
25 22 159609
10 6 189998
20 17 108743
31 1 202194
30 34 40307
2 15 30460
6 13 121488
23 18 207609
24 15 119218
29 21 199324
6 3 75930
12 6 215749
6 30 120734
21 1 162156
34 13 57623
38 24 223262
2 35 169487
15 8 52155
30 17 172155
37 3 111869
17 18 121920
31 22 147075
19 23 102548
35 9 251751
3 11 163878
14 23 152737
35 36 166689
35 30 107388
31 2 88659
17 36 156778
23 28 34389
4 22 112734
12 22 237046
1 37 155195
35 6 155439
33 25 120207
25 36 103130
34 29 183342
15 20 120642
36 34 99608
13 35 86460
33 37 164651
6 24 188528
26 23 35451
31 12 222479
5 17 243519
27 2 24760
38 30 225426
1 36 166779
19 21 81040
30 25 124403
10 30 69264
34 28 104279
35 12 194472
10 35 148706
14 5 129565
35 22 223193
27 24 105133
5 12 170369
21 24 117327
34 6 88358
34 37 99441
26 5 11890
10 25 78480
36 31 119121
29 14 182982
17 25 210384
26 16 16176
29 19 181427
13 11 233929
20 35 28481
24 35 150176
19 25 116754
22 2 103226
14 28 187126
22 19 147312
37 12 226832
31 32 177324
6 31 205007
17 26 231629
37 13 41818
13 19 183396
9 33 270308
31 29 176794
3 18 170740
13 8 148464
2 4 147098
17 7 217223
30 2 62099
37 8 190282
7 28 92341
24 1 154488
15 10 120688
20 29 216701
37 25 183537
23 36 88924
17 24 239949
7 35 79999
5 23 47341
31 13 138823
28 12 192569
18 35 250249
10 5 101477
24 33 143478
29 22 265596
13 1 113377
13 36 157231
4 3 40195
15 28 62391
9 24 205745
34 8 90841
3 24 116713
15 3 85464
12 24 70362
30 5 157538
10 29 80527
32 37 80319
34 27 77646
1 32 99369
29 18 116306
17 11 169520
4 7 40685
1 18 238559
14 30 148010
5 24 100007
2 21 36954
29 38 269093
14 9 268378
23 12 161578
23 20 92640
31 5 182087
8 35 157922
32 9 203792
29 30 149791
24 37 187230
1 10 155958
37 20 156759
34 12 127391
5 33 87072
14 38 285895
21 12 170774
38 17 313418
2 33 137035
20 12 222953
38 31 251986
10 22 185069
15 21 67414
3 1 67819
15 35 149123
5 19 149889
33 16 115138
27 25 97428
37 26 204782
3 7 490
16 4 116932
20 25 106846
34 1 80247
30 20 135869
24 25 77010
37 21 189281
36 12 164282
27 37 177087
23 32 89012
29 15 152063
33 1 95996
23 3 57462
27 35 144727
35 33 132291
3 13 70051
33 4 92977
25 35 135327
19 32 165614
37 4 127571
24 237
7 14 211297
11 13 175037
12 14 321704
2 15 381637
15 14 381587
5 8 106600
12 18 165625
11 8 142551
23 16 207333
21 19 108526
7 17 212242
18 14 156079
22 19 325705
4 16 310948
14 1 96070
14 8 180481
16 11 204805
12 17 375019
23 5 38479
20 6 211456
3 10 158750
13 10 170700
15 3 302605
13 24 246902
13 14 156631
15 16 344323
12 1 365513
6 7 165855
15 17 302665
13 20 104054
10 14 303431
21 6 182434
20 16 299501
4 13 92607
11 14 242069
12 9 256535
8 13 259910
13 22 362336
5 1 117690
7 15 243091
17 16 296050
17 23 165675
19 1 142015
20 24 238463
22 15 149776
19 20 153489
19 15 182370
1 17 244886
14 20 75471
17 20 257843
9 5 8712
18 7 216048
21 11 120152
3 13 11950
16 22 311742
21 22 359614
8 2 215698
1 24 225506
17 5 127196
7 2 291214
19 17 151521
10 19 128281
11 4 178045
12 13 401133
23 8 145079
14 22 495067
2 9 214880
18 24 124324
20 4 11447
16 13 322380
10 2 238686
17 8 233796
21 9 92913
10 5 121380
4 6 222903
15 11 139518
16 5 168854
24 22 409196
14 19 206066
9 3 135848
6 18 211811
13 15 314555
21 16 270479
2 13 362678
8 10 222832
17 13 280722
11 10 85429
7 19 91947
16 8 275454
3 22 350386
19 13 132185
3 14 144681
8 12 141223
2 5 223592
16 10 290234
15 12 423292
3 17 271756
23 20 169126
24 12 161884
2 11 242119
18 4 220103
24 17 235012
8 21 148593
18 13 235508
8 15 282069
20 5 130647
3 20 92104
4 7 147273
13 6 234335
14 5 206118
18 19 155327
11 22 289294
10 9 112668
18 8 24402
4 8 244505
9 24 99104
23 6 119288
3 19 120235
12 16 416677
7 11 103573
6 3 225369
3 2 350728
19 8 130925
21 17 208436
1 21 219315
13 23 177565
19 5 24325
23 4 180573
19 4 142042
23 14 244597
21 12 289816
3 1 48611
18 20 231550
21 13 240711
3 4 80657
11 18 166953
12 3 389183
24 4 249910
6 11 116760
22 6 399613
2 19 230493
1 9 126402
17 22 446000
18 10 247234
24 11 126343
1 16 286544
7 22 283770
21 10 205581
11 5 35951
5 13 153526
5 3 144560
16 14 374972
18 22 418058
20 1 43493
2 23 244647
3 7 66616
22 20 442490
3 21 228761
9 7 76334
1 7 115227
7 10 189002
22 5 318804
22 12 566627
12 7 332869
17 14 333314
4 22 431043
24 5 107816
4 12 385728
4 1 32046
24 15 265861
6 24 188625
16 24 276670
4 2 365686
3 18 223558
5 18 131002
20 15 306116
14 24 280403
9 17 135908
15 18 306471
12 19 272148
24 8 99922
13 1 60561
22 8 425404
4 10 239407
24 21 192017
15 23 196524
7 16 253900
18 1 248692
23 1 156169
6 8 187409
5 15 175469
3 24 234952
10 17 248576
9 15 166757
23 18 169481
16 18 299856
19 24 114717
9 11 27239
19 16 193179
9 13 147798
6 1 198499
2 14 365465
15 4 317563
1 10 207361
10 24 122910
14 4 64024
12 5 247823
22 2 524972
4 5 142094
1 11 153641
15 10 224947
23 9 29767
15 1 293159
3 16 313414
21 15 259670
8 20 237247
3 11 163087
16 2 392446
20 9 139359
23 19 45380
2 20 354239
21 5 101625
20 21 232272
20 12 378470
17 11 163147
23 10 142435
21 2 307793
9 19 15613
8 3 247960
7 24 175438
14 6 286927
12 23 286302
6 17 46387
24 23 128871
10 6 202189
9 8 115312
22 9 310092
27 301
14 3 224744
14 22 309010
13 26 232339
15 16 190800
3 10 197213
3 6 147433
21 11 259657
19 14 95638
25 20 150728
14 8 133459
6 25 115520
18 6 134478
13 27 227858
22 1 296940
1 5 34093
27 3 244861
7 18 183573
27 22 331125
4 27 194009
27 25 154117
5 24 127148
13 22 199202
2 19 234574
20 3 241472
26 10 159706
12 9 237428
17 16 140032
27 14 121309
1 20 214733
19 16 122450
17 12 169511
4 22 233031
1 16 9573
1 26 108387
22 20 175610
15 6 145321
22 24 296934
6 12 108784
23 22 311698
21 12 251006
24 26 201442
11 14 112701
1 12 168856
5 7 84734
26 3 257366
21 24 222917
20 16 224306
15 21 252974
18 14 150171
11 6 130859
20 8 107621
6 24 91509
6 20 217722
5 12 144423
7 23 73498
7 14 136066
13 2 258811
26 5 74294
23 8 158006
16 18 142505
5 4 148955
26 19 214090
24 20 173317
17 24 152236
4 6 113316
1 10 119531
27 11 216560
11 7 94276
1 7 118827
16 11 139513
10 16 129078
4 26 220972
13 6 147145
21 14 184421
23 5 120129
10 25 165303
6 14 86971
6 9 252327
23 11 167774
12 7 157879
25 7 158166
4 9 145441
10 11 180632
7 17 109822
25 26 225453
21 1 167182
2 15 299339
15 20 195720
16 9 258911
8 25 43107
25 14 176566
14 17 142529
22 15 322373
2 17 252156
18 11 262872
2 11 251637
4 8 3215
11 20 86863
4 23 154791
19 7 77213
18 9 317874
3 13 164473
12 25 52095
12 8 95202
15 11 117933
12 15 106163
24 13 97732
16 22 306513
10 15 195094
19 18 245809
4 25 39892
3 4 130636
8 19 37821
8 21 242013
23 18 218968
27 24 130106
16 3 217078
10 24 141282
8 6 110101
15 14 163988
27 7 257375
15 8 97190
2 9 289089
7 22 276303
4 12 91987
2 25 245267
18 10 184251
3 22 363667
22 19 251605
22 5 262847
25 17 176253
23 20 254637
13 14 119875
18 1 132932
21 25 198906
16 27 148121
8 24 67118
14 26 125626
16 14 26812
18 13 270046
3 17 208160
19 11 17063
26 22 285746
18 22 232714
24 11 86454
15 9 230325
7 13 129616
23 21 264612
4 17 174043
25 5 151159
27 1 138548
20 2 323694
8 18 244579
21 6 236914
11 22 234542
4 20 110836
1 19 112877
13 15 123193
6 17 60727
5 13 171207
6 26 109933
9 19 138531
4 18 247811
9 26 144741
5 15 180960
17 20 229558
4 21 238798
2 16 112138
4 15 93960
4 14 136674
27 6 208280
27 12 206212
21 5 201275
5 11 164033
16 4 163486
24 1 161241
8 11 20758
22 6 227208
6 5 35639
25 1 185252
11 3 154609
16 7 128400
6 23 84490
12 24 76106
20 10 240512
8 16 160271
16 13 146687
24 2 269278
10 8 159874
14 10 131575
26 27 246034
11 17 191586
26 21 275569
3 9 276077
9 17 264163
24 23 138910
19 12 133023
9 8 142226
1 14 17239
5 9 219035
13 9 156808
5 2 155790
25 3 90744
8 26 217757
6 10 49773
26 2 230084
3 1 207505
20 13 122203
25 16 194825
21 2 211262
18 12 243262
15 26 255254
2 3 154523
10 5 85412
26 18 173133
23 15 60831
13 8 37044
8 27 197224
12 20 202823
6 2 191429
17 27 263838
24 14 178480
13 10 196918
17 10 10954
23 3 205643
8 5 145740
17 18 195205
13 19 52403
21 13 224317
16 12 178429
27 2 260245
25 19 80928
19 3 171672
3 7 196528
14 23 171461
12 13 125816
19 20 103926
15 27 208185
21 9 244981
1 23 154222
27 19 216947
25 13 73721
25 24 24011
1 8 150698
1 17 130459
10 4 163089
16 26 117960
3 5 183072
5 16 43666
8 22 236246
15 25 54068
8 2 272395
3 15 144812
17 19 187035
23 19 150711
24 19 103517
7 6 49095
4 19 41036
4 13 33829
18 3 241240
21 17 297641
24 9 207922
2 10 241202
12 3 38649
22 10 177435
24 16 170814
23 2 275919
13 11 35340
1 9 249338
2 18 254629
22 21 423519
20 7 181139
4 7 118249
7 26 159028
12 23 166994
4 11 23973
23 17 145217
26 12 218717
25 18 249998
4 24 63903
14 9 232099
13 17 207872
21 18 300114
26 17 170660
5 27 172641
11 9 121468
23 25 114899
24 7 140604
23 9 289242
20 9 34605
10 12 158557
19 5 146970
1 11 129940
4 2 275610
8 17 170828
3 24 114755
16 21 157609
1 13 137114
13 23 184002
25 9 185333
15 19 134996
10 12
1 9 366799
3 2 245914
9 2 350660
4 9 143445
3 6 150979
3 4 390597
9 5 732317
8 6 107201
6 5 700991
3 7 258188
4 6 257460
7 4 506379
31 410
28 23 195110
17 14 183580
16 4 162323
14 10 139679
22 20 47171
14 19 146627
17 18 124305
28 7 95216
7 15 164463
16 12 163097
11 2 185087
9 10 63108
19 11 248232
17 19 75944
25 15 180919
6 12 205418
28 10 57551
23 19 149228
23 27 167213
27 26 100064
1 2 234064
31 9 71980
23 3 220580
25 9 127281
19 6 223676
20 1 184148
23 24 133861
13 5 193209
31 2 138969
23 18 205027
4 30 166064
19 7 103625
31 4 112062
1 16 99481
4 13 192722
30 2 161296
27 4 84942
3 29 193443
17 20 96543
5 30 129163
24 9 167367
1 7 131180
2 18 214074
7 27 14678
24 15 185115
12 23 179412
7 31 87805
30 9 112912
28 26 108140
22 25 199628
6 20 190854
28 21 154238
14 22 134554
9 2 198036
10 17 68996
7 4 70264
31 29 124015
5 7 72707
12 30 193289
8 23 66046
8 5 157993
19 29 116803
24 20 182347
20 21 161705
25 17 175411
31 21 105559
10 11 246572
15 30 130660
28 5 90916
30 29 52269
15 29 177641
3 24 195629
25 13 146720
9 7 159785
29 6 263394
27 13 137136
11 18 204793
8 10 208326
3 22 60453
19 3 121754
30 18 125633
27 18 160536
9 16 122241
8 1 194426
12 24 233941
28 17 44307
30 31 71746
8 15 219903
23 1 150139
6 15 284514
5 19 109743
8 31 217198
20 15 169310
22 10 68249
9 13 171680
1 11 251188
2 27 119518
3 15 182592
4 24 220519
31 10 8872
20 7 147452
20 28 52236
16 20 142941
5 14 182996
12 19 153745
31 27 90573
10 29 115143
5 15 170581
14 26 133918
9 19 56160
4 10 103190
26 5 144577
1 14 18935
8 13 185704
2 28 123049
30 24 54455
22 24 135200
1 3 213942
26 16 53372
1 21 119613
5 22 48442
7 23 181891
26 12 164862
19 30 69822
19 22 61301
26 1 152853
28 19 64499
21 24 88268
5 25 196977
1 28 200845
8 26 202929
24 31 126201
14 25 156933
3 26 132566
18 10 66233
5 17 80744
17 7 50909
31 6 225600
24 1 170325
7 24 214006
26 31 121377
4 21 199877
22 13 144767
11 31 255444
18 26 60472
11 15 309070
28 25 219718
30 13 144704
25 27 139180
30 10 62874
16 7 155810
15 27 167231
6 25 279800
22 18 134482
15 19 60838
16 30 122007
19 8 215274
11 21 149885
26 11 265265
16 27 153436
27 28 80538
25 12 74382
16 10 59133
2 8 190126
30 26 175379
30 8 145452
3 31 118847
16 31 68005
28 3 102927
27 11 240339
14 27 147349
21 7 193364
21 16 98920
13 28 207443
18 29 73364
6 5 228476
22 21 114534
26 29 133836
17 27 36231
27 12 64798
22 1 153489
20 2 127746
16 2 206974
20 31 100915
6 21 281850
3 21 174987
5 20 95613
12 22 171269
22 16 127382
31 14 148551
6 3 216465
9 1 180402
18 28 123784
17 30 131870
19 2 141876
29 5 181432
29 24 106724
19 24 124277
31 13 158764
22 26 180754
4 14 202935
6 16 256607
13 17 173367
22 29 132990
14 9 181893
19 21 103635
11 12 272449
22 30 80721
12 10 146797
21 17 165683
28 4 160741
15 16 117493
14 7 132671
9 15 116998
22 27 135827
15 10 67786
10 2 147841
20 19 108472
3 14 195007
22 23 160127
11 17 207533
9 26 175613
7 10 96677
14 15 118487
20 26 160376
6 28 192039
28 22 99407
30 20 127892
6 11 355265
11 5 152954
8 7 163486
10 6 216728
19 10 6948
5 31 106836
23 6 307620
22 15 122139
5 18 181941
25 16 110573
25 29 66638
14 18 73446
16 14 80546
25 11 198067
20 12 197572
29 23 131675
17 31 77868
20 29 180161
28 14 197230
13 15 108274
23 26 254785
23 21 113219
8 12 113366
17 6 147732
29 2 213565
1 4 201444
7 25 124502
23 2 240702
19 1 150242
11 23 263104
26 10 112505
13 7 122458
11 14 252679
25 18 117673
26 17 63833
11 9 192072
9 17 132104
2 6 260609
23 4 245470
5 10 115708
3 11 140943
21 9 79099
20 23 142874
21 15 164473
1 18 92381
31 25 178578
12 14 82551
15 2 152052
9 6 202751
31 15 76658
12 18 155997
24 14 151390
29 8 105622
3 8 170004
26 6 211565
25 3 208988
20 25 246799
11 29 131429
4 22 125239
14 20 181725
25 24 173362
27 29 205818
2 7 104840
22 31 77121
7 22 121149
29 1 119759
3 9 177914
10 13 149892
23 13 141772
6 13 186274
9 4 166298
19 25 176654
24 13 161603
20 18 135841
6 24 327451
25 4 194766
11 13 242466
12 13 72338
3 7 84718
18 13 83659
21 10 96687
6 27 183963
6 22 238025
25 21 85094
12 28 145336
1 27 145858
3 30 141174
27 24 216774
14 8 195917
18 19 73181
28 16 116684
2 3 44144
21 29 18456
18 3 193038
17 8 214395
11 28 243870
15 18 110393
24 17 186325
28 9 120659
30 21 33813
1 10 143294
22 17 129186
27 3 99396
13 29 111037
17 1 182089
11 30 183698
14 6 176061
13 20 191938
5 12 122827
6 1 194996
24 28 174880
16 23 201413
5 2 32133
29 12 141020
3 16 185938
26 25 163945
24 8 199907
31 12 137925
28 31 48679
31 19 15820
26 4 185006
24 11 238153
25 30 118907
9 27 162553
1 5 201931
8 6 318784
20 3 107624
29 14 121250
17 2 112877
29 17 184139
21 5 162976
24 16 85044
29 16 80464
30 1 153426
29 28 172694
20 11 198737
24 26 138416
25 8 38984
18 9 129341
25 10 169706
4 2 44664
25 23 105030
20 9 164632
26 2 176710
16 18 7100
14 2 215129
4 15 107388
30 28 120425
5 27 87385
23 10 142280
2 25 229110
16 5 174841
13 1 8722
30 27 162319
26 15 170865
7 11 225661
31 18 75105
6 4 268905
25 1 155442
4 29 218333
1 31 152166
4 19 110138
23 9 192318
9 22 117461
14 21 121104
12 2 154960
17 23 203444
27 20 132774
24 2 215751
6 18 249507
7 26 114742
7 12 50120
8 22 206435
23 30 79406
8 20 208920
9 29 60643
5 3 12011
5 9 165903
19 27 106393
14 23 131559
13 2 225342
7 18 162910
23 184
10 17 25804
15 18 288047
11 9 183007
18 22 156321
15 8 201554
19 1 181004
20 1 61704
15 1 106830
16 1 163192
18 19 264540
3 15 50381
18 9 293835
7 13 75197
15 20 45126
10 16 86434
4 10 160470
5 6 282520
22 13 111375
22 4 211913
9 20 148726
11 13 8870
9 6 246396
21 18 252389
23 14 113361
18 11 203791
2 18 316468
13 5 136850
19 2 208610
10 6 162853
14 18 221746
10 2 138730
3 6 193195
7 17 32210
10 3 160690
20 16 116601
5 19 108977
15 12 140579
8 23 160598
2 11 112677
7 2 153995
21 6 203138
11 16 77471
15 21 150594
1 23 85571
12 23 39083
19 9 261850
17 5 179837
4 18 256384
5 3 280357
12 1 46488
16 5 206101
7 15 125574
23 22 103009
21 22 168843
2 12 169000
13 14 61191
4 13 143287
9 13 174787
12 9 201436
7 12 27744
14 6 206861
20 21 105468
7 1 18744
22 7 36178
13 8 108428
4 6 192957
12 13 47453
10 5 154033
19 12 134516
3 1 157211
16 14 130442
16 3 212108
12 21 104921
15 14 154317
22 6 214296
11 19 95933
3 2 169054
1 11 100834
10 21 74651
19 4 230350
12 14 74278
20 13 48000
14 21 118659
20 14 109191
18 23 247091
4 5 280137
9 23 240534
2 8 229975
19 17 130050
13 18 194932
7 19 162260
16 19 156314
17 18 203542
6 16 214271
2 6 24123
1 9 192436
14 2 182738
6 13 145670
6 18 340591
23 3 155069
22 3 212133
21 8 165896
9 16 105536
8 4 251715
16 18 264172
20 12 95453
1 21 151409
4 21 200755
14 19 148254
5 1 138278
5 8 245278
8 7 149259
19 13 87063
23 7 66827
20 8 156428
6 17 188657
3 9 244233
15 23 179662
22 15 161752
16 15 161727
9 8 282249
15 2 118673
23 5 223386
18 20 242921
23 20 134536
15 9 193852
4 2 168834
13 1 93941
19 8 171218
19 23 173599
5 15 229976
2 5 258397
21 9 232255
17 1 50954
11 5 145720
4 3 100542
22 12 63922
13 23 86536
18 10 177738
3 8 183635
22 20 116626
16 22 180626
15 11 84256
17 22 68388
14 11 70061
22 11 120245
23 11 95406
17 15 136113
12 10 30270
11 20 39130
11 6 136800
4 9 220586
14 5 198043
23 16 155787
17 2 164534
5 18 331771
20 7 80448
14 8 135253
21 3 200975
16 13 69251
12 16 116704
6 19 232733
12 18 208008
14 7 95495
6 1 159374
10 14 44008
12 5 184303
2 1 135251
10 9 191004
12 3 190960
13 10 17183
15 19 180189
5 9 248145
4 20 95287
17 13 42987
8 10 91245
23 4 229823
18 8 93322
5 21 79382
10 15 110322
15 6 142796
1 18 211243
10 11 26053
2 21 179015
16 50
7 9 134036
11 12 248789
3 15 202055
11 9 300908
4 16 205216
15 10 192381
9 8 334301
15 2 80972
13 9 217549
6 3 225490
2 16 263371
2 9 229271
16 12 227059
3 2 270192
2 8 318494
10 13 85057
3 5 205885
4 5 27394
5 13 133084
14 5 243670
11 14 422039
1 3 103082
4 10 244168
4 1 75409
11 1 281172
11 16 410979
1 13 197813
15 4 53154
7 6 8108
15 11 204129
6 14 263275
7 5 11497
3 12 233880
7 15 37257
4 12 97814
3 4 178491
5 16 232610
13 6 152689
14 1 183616
13 7 144581
14 15 217910
4 6 46999
7 1 114300
6 10 197169
16 3 232889
7 3 217382
9 12 192959
11 2 285101
15 13 107324
6 8 208373
45 990
9 14 124159
15 39 49560
23 13 64293
37 20 66077
14 38 75671
27 8 148301
23 27 107275
2 27 193373
13 32 129726
21 4 117898
24 4 105758
25 42 89192
15 13 58065
19 5 181484
5 12 180230
5 27 207885
7 1 58103
9 27 170471
43 12 116635
12 45 78581
35 25 136002
5 24 229761
1 35 61722
38 45 105443
27 29 133978
10 1 28859
4 16 99349
8 5 177027
17 32 170899
13 5 156818
28 16 263607
10 37 92699
34 44 138703
36 38 97239
35 44 86524
43 40 98842
2 34 209844
11 19 95284
34 27 99493
24 13 140380
1 30 214901
2 28 162098
45 39 144771
6 9 135978
28 42 87158
4 29 95235
34 43 87788
25 33 184258
27 43 71317
13 40 127177
29 8 165932
27 30 223814
20 13 42911
14 13 49375
42 10 95433
28 41 181060
7 30 251952
31 14 113846
21 33 113860
31 4 85194
31 2 172804
4 10 18333
40 9 170183
1 43 4239
40 23 118736
35 33 110037
34 22 89206
42 2 192869
6 35 151919
13 12 116078
17 13 193148
14 41 18759
14 29 130647
26 17 178233
33 8 189305
42 32 100018
26 24 144720
45 29 181170
35 40 68407
13 35 98392
40 17 207972
33 4 118608
28 43 157971
1 2 126295
24 37 165077
6 38 140982
39 14 9295
6 25 152341
27 7 125181
26 4 38962
8 30 269739
4 30 204375
6 29 183384
14 26 38517
3 12 134077
20 16 107638
45 21 116990
2 33 242884
37 27 151970
19 34 132704
11 35 98749
43 35 57483
17 3 139968
28 36 208664
22 23 182850
10 16 117682
16 13 64727
1 24 103710
41 22 224878
23 18 90220
35 30 176500
32 25 121941
16 5 221545
30 37 278741
18 20 52260
4 37 74366
35 45 94506
15 34 117518
7 13 82199
26 35 102732
1 22 181233
9 39 118984
31 34 79417
22 3 171208
36 20 52695
30 42 223310
25 22 264605
30 33 284814
44 1 106288
44 41 103638
41 4 54171
5 39 116738
6 19 126778
35 34 52179
13 31 119816
23 43 35958
31 30 225612
10 31 66861
15 16 122792
30 17 309311
38 33 99100
30 12 188740
39 43 19830
17 31 90453
21 39 137255
38 8 123530
9 18 77497
30 25 276075
26 41 57276
18 32 99989
37 36 118772
40 18 136526
19 14 74041
31 36 104144
1 32 93056
29 16 194584
10 45 103975
13 27 112226
38 18 113382
29 20 103524
33 1 129134
19 45 138295
39 26 29222
12 31 150164
23 35 93441
4 1 10526
22 28 267704
16 9 192216
16 25 180673
32 5 219107
38 12 140327
5 38 176836
16 41 132861
14 22 206119
17 28 220653
37 18 88029
29 1 105761
11 7 104232
35 2 170437
6 23 117820
12 11 66267
22 13 217903
41 31 132605
27 21 129130
13 8 36075
26 20 47251
43 44 110527
14 5 107443
43 13 40909
17 15 181969
33 20 126897
21 35 81816
2 13 134527
4 5 142855
10 39 44450
6 42 147586
16 17 208117
34 33 140342
34 21 112121
